"y","domain","topic","var","coef","coef_lower","coef_upper","p_value"
"T01","Social context","Demographics","ACS_TOT_POP_WT",0,0,0,1
"T01","Social context","Disability","AGE",-0.0596402301201297,-0.0828441294566866,-0.0362280772342445,0
"T01","Social context","Disability","STUDY_ID",0,0,0,1
"T01","Social context","Disability","SEX_FAC_2",0.794938027723948,0.467561249013438,1.03896404180952,0
"T01","Social context","Disability","BSBP_GROUP_bsbp1",0.0101399952666632,-0.0607912744087547,0.366129238847966,0.44
"T01","Social context","Disability","BSBP_GROUP_bsbp2",-0.0594135991613211,-0.602147883014892,0.101822857740048,0.33
"T01","Social context","Disability","RACE_FAC_3",-1.52832307244193,-1.98465622700811,-0.846247494396871,0
"T01","Social context","Disability","BSBP_GROUP_bsbp3",0,-0.687423918369543,0.32839114364628,0.39
"T01","Social context","Disability","ETHN_FAC_1",-2.40342505628687,-3.55819078694184,-1.0354450806226,0
"T01","Social context","Disability","RACE_FAC_2",-1.92122780230063,-3.46828103445244,-0.377716324099345,0.01
"T01","Social context","Disability","RACE_FAC_1",-1.31918893881216,-2.17688066649641,0,0.14
"T01","Social context","Disability","ETHN_FAC_0",0,-0.522715111249981,1.06390434470914,0.38
"T01","Social context","Disability","RACE_FAC_0",-0.0640770056560666,-1.69870679081561,0.19798712678805,0.37
"T01","Social context","Disability","SITE_Utah",1.09131819986196,0.750377089587168,1.3671963392085,0
"T01","Social context","Disability","RACE_FAC_6",0.54850674130757,0,2.06694640244215,0.51
"T01","Social context","Disability","ACS_PCT_CHILD_DISAB",0,-0.0370001295776086,0.00331573159819817,0.59
"T01","Social context","Disability","ACS_PCT_DISABLE",0,-0.00776871997540739,0.047733262895855,0.48
"T01","Social context","Disability","ACS_PCT_NONVET_DISABLE_18_64",-0.01764459085718,-0.0592672581899337,0,0.08
"T01","Social context","Disability","ACS_PCT_VET_DISABLE_18_64",-0.00329098264800883,-0.0118090857552419,0,0.22
"T01","Social context","Immigration","AGE",-0.0647062856971542,-0.0855206295306569,-0.0350944793141253,0
"T01","Social context","Immigration","STUDY_ID",0,0,0,1
"T01","Social context","Immigration","SEX_FAC_2",0.846126653009209,0.54688138387156,1.12520155926455,0
"T01","Social context","Immigration","BSBP_GROUP_bsbp1",0.0622393046438018,-0.260407861868879,0.345275152429052,0.13
"T01","Social context","Immigration","BSBP_GROUP_bsbp2",-0.165073072724891,-0.705845770637365,0.191058690778834,0.11
"T01","Social context","Immigration","RACE_FAC_3",-1.65755370223121,-2.19104571960718,-1.04322943502601,0
"T01","Social context","Immigration","BSBP_GROUP_bsbp3",-0.101421797728489,-0.775223528354387,0.452115659807064,0.07
"T01","Social context","Immigration","ETHN_FAC_1",-2.6898396956669,-4.19867323457269,-1.24154624398205,0
"T01","Social context","Immigration","RACE_FAC_2",-2.20331140517471,-3.76945784721326,-0.975392965056942,0
"T01","Social context","Immigration","RACE_FAC_1",-2.05780505508718,-3.16195247843004,0,0.2
"T01","Social context","Immigration","ETHN_FAC_0",0.0588693271483585,-1.53123201174224,1.28398387339245,0.14
"T01","Social context","Immigration","RACE_FAC_0",-0.227947129553712,-1.40892560842276,0.783462346897619,0.13
"T01","Social context","Immigration","SITE_Utah",1.25058425721154,0.949334639200748,1.56075516266862,0
"T01","Social context","Immigration","RACE_FAC_6",1.73430149739787,0,3.03992231893075,0.33
"T01","Social context","Immigration","ACS_PCT_CTZ_ABOVE18",0.0179820436236561,0,0.0388548683089149,0.03
"T01","Social context","Immigration","ACS_PCT_CTZ_NATURALIZED",0.236824355431105,0.00935427316651945,0.498924236945549,0.03
"T01","Social context","Immigration","ACS_PCT_CTZ_NONUS_BORN",-0.219076693644876,-0.455213279678301,-0.00167180641570609,0.02
"T01","Social context","Immigration","ACS_PCT_CTZ_US_BORN",0.00482832064828005,0,0.0307828408346791,0.75
"T01","Social context","Immigration","ACS_PCT_FOREIGN_BORN",-1.85665732692034e-15,-2.70035483052377e-15,0,0.83
"T01","Social context","Immigration","ACS_PCT_NON_CITIZEN",0,0,0,0.99
"T01","Social context","Immigration","ACS_PCT_NONCTN_1990",0.0144582765903226,-0.176112333574027,0.210660640114596,0.18
"T01","Social context","Immigration","ACS_PCT_NONCTN_1999",0,-0.10437506589732,0.138782785293796,0.22
"T01","Social context","Immigration","ACS_PCT_NONCTN_2000",0,-0.073493658920706,0.0496748924988689,0.34
"T01","Social context","Immigration","ACS_PCT_NONCTN_2010",-0.0121906278106293,-0.0768391283164394,0.0327580685661263,0.23
"T01","Social context","Living conditions","AGE",-0.0683054900844881,-0.0925398255910711,-0.0410112857620744,0
"T01","Social context","Living conditions","STUDY_ID",0,0,0,1
"T01","Social context","Living conditions","SEX_FAC_2",0.844638341381046,0.632636847443377,1.18355090894473,0
"T01","Social context","Living conditions","BSBP_GROUP_bsbp1",0.0201774959826452,-0.294637473206855,0.428664664804302,0.2
"T01","Social context","Living conditions","BSBP_GROUP_bsbp2",-0.165376512641003,-0.651258023327205,0.250659352893866,0.12
"T01","Social context","Living conditions","RACE_FAC_3",-1.55234690101088,-2.09553190615647,-0.815703960836731,0
"T01","Social context","Living conditions","BSBP_GROUP_bsbp3",-0.101755098783066,-0.756180525212726,0.323612257902886,0.11
"T01","Social context","Living conditions","ETHN_FAC_1",-2.49580364989144,-3.92785188165607,-1.30966883640267,0
"T01","Social context","Living conditions","RACE_FAC_2",-2.3114047069166,-3.77925991839806,-0.173200326301477,0.02
"T01","Social context","Living conditions","RACE_FAC_1",-2.32897131222709,-3.26049259766937,0,0.14
"T01","Social context","Living conditions","ETHN_FAC_0",0.0326588751863127,-1.1561505347268,1.316280455978,0.17
"T01","Social context","Living conditions","RACE_FAC_0",-0.155955393761979,-1.49061683601278,0.340539866823083,0.2
"T01","Social context","Living conditions","SITE_Utah",1.11646855136509,0.835254190935493,1.4145326848339,0
"T01","Social context","Living conditions","RACE_FAC_6",1.95834157378672,0,3.41459095072082,0.33
"T01","Social context","Living conditions","ACS_PCT_CHILD_1FAM",-0.0128494516031687,-0.0241551203473942,0,0.04
"T01","Social context","Living conditions","ACS_PCT_CHILDREN_GRANDPARENT",0.00919926593083305,-0.0189851431989658,0.0352632965885178,0.31
"T01","Social context","Living conditions","ACS_PCT_HH_1PERS",0.0165156907162452,0,0.0298155559488785,0.05
"T01","Social context","Living conditions","ACS_PCT_HH_ABOVE65",0.0267474106875187,0.00671094914571991,0.0493261297781841,0
"T01","Social context","Living conditions","ACS_PCT_HH_ALONE_ABOVE65",-0.0253658556056902,-0.0678473706622777,0,0.07
"T01","Social context","Living conditions","ACS_PCT_HH_KID_1PRNT",-0.00436313329462502,-0.0244954732220193,0.0116418748426959,0.18
"T01","Social context","Living conditions","ACS_TOT_GRANDCHILDREN_GP",0.000454556471336185,-0.00181450170585738,0.00362856558821177,0.25
"T01","Economic context","Employment","AGE",-0.0602861699881628,-0.0863474416978191,-0.0356684147138408,0
"T01","Economic context","Employment","STUDY_ID",0,0,0,1
"T01","Economic context","Employment","SEX_FAC_2",0.769904835448647,0.494479762861944,1.11497217369732,0
"T01","Economic context","Employment","BSBP_GROUP_bsbp1",0,-0.146121259374295,0.26261467668049,0.56
"T01","Economic context","Employment","BSBP_GROUP_bsbp2",-0.0892945545687029,-0.644956368912183,0.136234114987756,0.25
"T01","Economic context","Employment","RACE_FAC_3",-1.3727711121657,-1.98205532772382,-0.768248089955221,0
"T01","Economic context","Employment","BSBP_GROUP_bsbp3",0,-0.651115107257209,0.331795573188579,0.45
"T01","Economic context","Employment","ETHN_FAC_1",-2.28346062841416,-3.83211603040091,-0.818507513928449,0
"T01","Economic context","Employment","RACE_FAC_2",-1.98494660459448,-3.59273494778216,-0.150726527627454,0.02
"T01","Economic context","Employment","RACE_FAC_1",-0.774754114201207,-1.74172399158679,0,0.22
"T01","Economic context","Employment","ETHN_FAC_0",0,-0.551240701268982,0.893281788124323,0.55
"T01","Economic context","Employment","RACE_FAC_0",-0.0125227463276556,-1.56079026205666,0.313339895137635,0.4
"T01","Economic context","Employment","SITE_Utah",1.0447720804387,0.678318509747551,1.29216298473445,0
"T01","Economic context","Employment","RACE_FAC_6",0.113911392484364,0,1.4669505745973,0.55
"T01","Economic context","Employment","ACS_PCT_ADMIN",-0.0547762545927919,-0.10239173356907,-0.0147956120076091,0.02
"T01","Economic context","Employment","ACS_PCT_ARMED_FORCES",-0.0416322513279618,-0.113443549290263,0.0695586837433961,0.23
"T01","Economic context","Employment","ACS_PCT_ART",0,-0.0267911388617557,0.0147486937225041,0.54
"T01","Economic context","Employment","ACS_PCT_CONSTRUCT",0,-0.0159699600348492,0.0201368903437861,0.66
"T01","Economic context","Employment","ACS_PCT_EDUC",0.0160683455251127,0,0.0341731492863198,0.24
"T01","Economic context","Employment","ACS_PCT_EMPLOYED",0.0161911919149588,0,0.0583730355816756,0.36
"T01","Economic context","Employment","ACS_PCT_FINANCE",0.0128883618724695,-0.000291035224365547,0.0434104044465181,0.35
"T01","Economic context","Employment","ACS_PCT_GOVT",0,-0.00571374757923693,0.0219188729895369,0.8
"T01","Economic context","Employment","ACS_PCT_INFORM",0,-0.0990858221298879,0.0506640951928875,0.39
"T01","Economic context","Employment","ACS_PCT_MANUFACT",0,-0.0244931782171706,0.016709028303089,0.6
"T01","Economic context","Employment","ACS_PCT_NATURE",-0.00217964580362378,-0.11698990114774,0.00624549972682889,0.44
"T01","Economic context","Employment","ACS_PCT_NOT_LABOR",0.00616403196752942,-0.00119437153028365,0.0219904768109864,0.27
"T01","Economic context","Employment","ACS_PCT_OTHER",-0.0299231035964504,-0.093221872071039,0,0.13
"T01","Economic context","Employment","ACS_PCT_PROFESS",0.0082375425273329,0,0.0252033517280538,0.36
"T01","Economic context","Employment","ACS_PCT_PVT_NONPROFIT",0,-0.0306137147534863,0.00867636076095098,0.62
"T01","Economic context","Employment","ACS_PCT_PVT_PROFIT",-0.000521145830038786,-0.0220411067727792,0,0.59
"T01","Economic context","Employment","ACS_PCT_RETAIL",-0.00119212891687647,-0.0347681287733507,0.00361072532301441,0.46
"T01","Economic context","Employment","ACS_PCT_TRANSPORT",0,-0.0424081460575962,0.00233083287797278,0.5
"T01","Economic context","Employment","ACS_PCT_UNEMPLOY",-1.87089361864854e-05,-0.00958045443877794,0,0.51
"T01","Economic context","Employment","ACS_PCT_VET_LABOR_FORCE_18_64",0,-0.00283098050528378,0.00706960407708573,0.54
"T01","Economic context","Employment","ACS_PCT_VET_UNEMPL_18_64",0.00564628929253512,0,0.013745037637945,0.17
"T01","Economic context","Employment","ACS_PCT_WHOLESALE",-0.0343040909059916,-0.10732546513893,0,0.19
"T01","Economic context","Employment","ACS_PCT_WORK_RES_F",0,-0.00298690619517232,0.00321125335867613,0.79
"T01","Economic context","Employment","ACS_PCT_WORK_RES_M",0,-0.00805029727579866,0,0.52
"T01","Economic context","Employment","ACS_TOT_CIVIL_EMPLOY_POP",0.00011060321308178,0,0.000318374659278382,0.29
"T01","Economic context","Employment","ACS_TOT_CIVILIAN_LABOR",0,0,0.000155015851643294,0.74
"T01","Economic context","Employment","ACS_TOT_WORKER_HH",0,0,0,0.98
"T01","Economic context","Employment","ACS_TOT_WORKER_NWFH",0,0,0,1
"T01","Economic context","Income","AGE",-0.0644958031741329,-0.0909782984111409,-0.0396194621007714,0
"T01","Economic context","Income","STUDY_ID",0,0,0,1
"T01","Economic context","Income","SEX_FAC_2",0.803027770468758,0.479641521135792,1.13474566204136,0
"T01","Economic context","Income","BSBP_GROUP_bsbp1",0.0335809857729629,-0.13887323066116,0.411477760904928,0.28
"T01","Economic context","Income","BSBP_GROUP_bsbp2",-0.123261133640663,-0.650283115829568,0.105264728667584,0.22
"T01","Economic context","Income","RACE_FAC_3",-1.37415452768037,-1.98241762075419,-0.777309054530498,0
"T01","Economic context","Income","BSBP_GROUP_bsbp3",0,-0.51541750218312,0.230680139339389,0.33
"T01","Economic context","Income","ETHN_FAC_1",-2.39134092639722,-3.77652300387062,-0.941881015077088,0.01
"T01","Economic context","Income","RACE_FAC_2",-2.25593793400579,-3.97287972101248,-0.402902708291367,0.01
"T01","Economic context","Income","RACE_FAC_1",-1.26040271382228,-2.04952745938447,0,0.17
"T01","Economic context","Income","ETHN_FAC_0",0,-0.669173044802309,1.31449084208855,0.28
"T01","Economic context","Income","RACE_FAC_0",-0.0207352008006725,-1.29098286001304,0.280748092376805,0.34
"T01","Economic context","Income","SITE_Utah",1.23596457115084,0.951417628136733,1.5297365748875,0
"T01","Economic context","Income","RACE_FAC_6",0.75504501032197,0,1.99360452013187,0.52
"T01","Economic context","Income","ACS_GINI_INDEX",0.365703737169829,0,2.46972517043899,0.41
"T01","Economic context","Income","ACS_MEDIAN_HH_INC",0,0,2.54059451680945e-06,0.81
"T01","Economic context","Income","ACS_MEDIAN_HH_INC_WHITE",0,-6.65930764553566e-06,0,0.73
"T01","Economic context","Income","ACS_MEDIAN_INC_F",9.47291711140526e-07,-4.08335756604227e-06,1.75683303442993e-05,0.51
"T01","Economic context","Income","ACS_MEDIAN_INC_M",1.38861633917214e-05,0,3.00292640343404e-05,0.07
"T01","Economic context","Income","ACS_MEDIAN_NONVET_INC",1.55606694688948e-06,0,2.35306709183204e-05,0.54
"T01","Economic context","Income","ACS_MEDIAN_VET_INC",-8.30263606700234e-06,-1.88196096595068e-05,0,0.04
"T01","Economic context","Income","ACS_PCT_HH_INC_10000",0,-0.0139227237262117,0.0329965320346879,0.5
"T01","Economic context","Income","ACS_PCT_HH_INC_100000",0,-0.00225708154327673,0,0.93
"T01","Economic context","Income","ACS_PCT_HH_INC_14999",0,-0.0497031674997161,0.0335581832875827,0.54
"T01","Economic context","Income","ACS_PCT_HH_INC_24999",0,-0.0286095188020733,0.0285023199006709,0.54
"T01","Economic context","Income","ACS_PCT_HH_INC_49999",0,-0.0236275260673697,0.00285270321855391,0.62
"T01","Economic context","Income","ACS_PCT_HH_INC_99999",0.00989063609984652,0,0.0274697660742987,0.19
"T01","Economic context","Income","ACS_PCT_INC50_BELOW17",-0.00545095107718852,-0.0242801562796632,0,0.24
"T01","Economic context","Income","ACS_PER_CAPITA_INC",6.31872706213544e-06,0,1.37566337338721e-05,0.41
"T01","Economic context","Poverty","AGE",-0.0642680429185742,-0.0978683116962449,-0.0404244093684791,0
"T01","Economic context","Poverty","STUDY_ID",0,0,0,1
"T01","Economic context","Poverty","SEX_FAC_2",0.869781750391473,0.556678633609668,1.16365032929646,0
"T01","Economic context","Poverty","BSBP_GROUP_bsbp1",0.090385055694502,-0.226039099916504,0.47025017298213,0.09
"T01","Economic context","Poverty","BSBP_GROUP_bsbp2",-0.212529483082021,-0.758122632148426,0.192107924205167,0.06
"T01","Economic context","Poverty","RACE_FAC_3",-1.41065721407805,-2.20883968581994,-0.920141251591247,0
"T01","Economic context","Poverty","BSBP_GROUP_bsbp3",-0.113088838041121,-0.623097260962616,0.421357517259377,0.08
"T01","Economic context","Poverty","ETHN_FAC_1",-2.51144127379324,-4.19011472793979,-0.949324947832742,0
"T01","Economic context","Poverty","RACE_FAC_2",-2.31526428304028,-3.88390041448762,-0.878549594682606,0
"T01","Economic context","Poverty","RACE_FAC_1",-1.61516096900772,-2.33672481226309,0,0.13
"T01","Economic context","Poverty","ETHN_FAC_0",0,-1.09987342430098,1.24427929853372,0.13
"T01","Economic context","Poverty","RACE_FAC_0",-0.160017394413614,-1.38182532863672,0.535210631006711,0.18
"T01","Economic context","Poverty","SITE_Utah",1.12370464719464,0.785952906027558,1.42562100643254,0
"T01","Economic context","Poverty","RACE_FAC_6",1.81387694488642,0,3.52488957497441,0.38
"T01","Economic context","Poverty","ACS_PCT_HEALTH_INC_138_199",0,-0.0234790818296832,0.0231857967037697,0.57
"T01","Economic context","Poverty","ACS_PCT_HEALTH_INC_200_399",-0.00957575131378392,-0.0248282488466212,0.00259974588607807,0.15
"T01","Economic context","Poverty","ACS_PCT_HEALTH_INC_ABOVE400",0,0,0.0081542603174101,0.73
"T01","Economic context","Poverty","ACS_PCT_HEALTH_INC_BELOW137",-0.0198952464582876,-0.0764007215535714,0,0.31
"T01","Economic context","Poverty","ACS_PCT_HH_1FAM_FOOD_STMP",-0.0117212351686228,-0.0282626876667994,-0.000502431316835376,0.02
"T01","Economic context","Poverty","ACS_PCT_HH_FOOD_STMP",0,-0.0265394370526079,0.0428361287145918,0.6
"T01","Economic context","Poverty","ACS_PCT_HH_FOOD_STMP_BLW_POV",0,-0.0413498237407641,0.0908174930556641,0.37
"T01","Economic context","Poverty","ACS_PCT_HH_NO_FD_STMP_BLW_POV",0,-0.0429512287006427,0.040517020942815,0.22
"T01","Economic context","Poverty","ACS_PCT_HH_PUB_ASSIST",0.0279628130601297,0,0.0834887488856427,0.31
"T01","Economic context","Poverty","ACS_PCT_INC50",0.0710175973425807,0,0.140558481108195,0.04
"T01","Economic context","Poverty","ACS_PCT_INC50_ABOVE65",0.00643768527335262,-0.0375550454513633,0.0445320764846452,0.08
