"y","domain","topic","var","coef","coef_lower","coef_upper","p_value","OR","OR_lower","OR_upper"
"T01","Social context","Demographics","ACS_PCT_MULT_RACE_NONHISP",0,0,0.0335066217226865,0.72,1,1,1.0340742910568
"T01","Social context","Demographics","ACS_PCT_NHPI",0,0,0.0950246140900694,0.77,1,1,1.09968592256133
"T01","Social context","Demographics","ACS_PCT_NHPI_COMB",0,0,0.0332705053025285,0.9,1,1,1.03383015796007
"T01","Social context","Demographics","ACS_PCT_NHPI_NONHISP",0,0,0.0718353776482693,0.82,1,1,1.07447844633483
"T01","Social context","Demographics","ACS_PCT_NVR_MARRIED_F",0,0,0.000197519350296994,0.96,1,1,1.00019753885853
"T01","Social context","Demographics","ACS_PCT_NVR_MARRIED_M",0,-0.00788070164775188,0,0.85,1,0.992150269669506,1
"T01","Social context","Demographics","ACS_PCT_OTH_EURP",0,-0.029046425107742,0,0.76,1,0.971371367399406,1
"T01","Social context","Demographics","ACS_PCT_OTH_LANG",0,-0.0341537834570939,0.0216137508192901,0.81,1,0.966422873358804,1.02184901988986
"T01","Social context","Demographics","ACS_PCT_OTHER_NONHISP",0,-0.0100259333344454,0.0993172597925978,0.73,1,0.990024158788632,1.10441663097419
"T01","Social context","Demographics","ACS_PCT_OTHER_RACE",0,0,0.00385163331711172,0.95,1,1,1.00385906038911
"T01","Social context","Demographics","ACS_PCT_POP_SAME_SEX_SPOUSE",0,0,0.239177340199405,0.57,1,1,1.27020377480206
"T01","Social context","Demographics","ACS_PCT_POP_SAME_SEX_UNMRD_P",0,-0.290424867052791,0.0116158417102523,0.55,1,0.747945722567615,1.01168356757652
"T01","Social context","Demographics","ACS_PCT_SPANISH",0,-0.00495205145183789,0,0.96,1,0.995060189740279,1
"T01","Social context","Demographics","ACS_PCT_VET",-0.066779299732134,-0.105314682581759,-0.0165954814645497,0,0.935401621945923,0.900041250713777,0.983541464927682
"T01","Social context","Demographics","ACS_PCT_VIETNAM",0,-0.000538946798133439,0.00643081665607931,0.67,1,0.999461198407605,1.0064515387537
"T01","Social context","Demographics","ACS_PCT_WHITE",0,0,0,1,1,1,1
"T01","Social context","Demographics","ACS_PCT_WHITE_COMB",0,0,0,0.99,1,1,1
"T01","Social context","Demographics","ACS_PCT_WHITE_FEMALE",0,-0.0125010559669078,0.0127272365827346,0.86,1,0.987576757644956,1.01280857255268
"T01","Social context","Demographics","ACS_PCT_WHITE_MALE",0,-6.56893097560653e-16,0,0.92,1,0.999999999999999,1
"T01","Social context","Demographics","ACS_PCT_WHITE_NONHISP",0,0,0.00127850072328151,0.97,1,1,1.00127931835374
"T01","Social context","Demographics","ACS_PCT_WIDOWED_F",0,-0.0220848640398399,0,0.78,1,0.978157221155427,1
"T01","Social context","Demographics","ACS_PCT_WIDOWED_M",0,0,0.0612731125263559,0.65,1,1,1.06318924483957
"T01","Social context","Demographics","ACS_TOT_CIVIL_NONINST_POP",0,0,0,0.99,1,1,1
"T01","Social context","Demographics","ACS_TOT_CIVIL_POP_ABOVE18",0,0,0.000158692391989938,0.67,1,1,1.00015870498429
"T01","Social context","Demographics","ACS_TOT_CIVIL_VET_POP",0,0,0,1,1,1,1
"T01","Social context","Demographics","ACS_TOT_CIVIL_VET_POP_ABOVE25",0,0,0,0.99,1,1,1
"T01","Social context","Demographics","ACS_TOT_HH",0.000140108316970922,0,0.000361657879252832,0.62,1.0001401181326,1,1.00036172328535
"T01","Social context","Demographics","ACS_TOT_OWN_CHILD_BELOW17",0,0,0,1,1,1,1
"T01","Social context","Demographics","ACS_TOT_POP_16_19",0,0,0.000388634734975465,0.85,1,1,1.00038871026324
"T01","Social context","Demographics","ACS_TOT_POP_ABOVE15",0,0,0,1,1,1,1
"T01","Social context","Demographics","ACS_TOT_POP_ABOVE16",0,0,1.07272104811592e-07,0.97,1,1,1.00000010727211
"T01","Social context","Demographics","ACS_TOT_POP_ABOVE25",4.10305796012149e-05,0,0.00019718503324887,0.59,1.00004103142137,1,1.0001972044755
"T01","Social context","Demographics","ACS_TOT_POP_ABOVE5",0,0,6.31439041931397e-05,0.95,1,1,1.00006314589781
"T01","Social context","Demographics","ACS_TOT_POP_US_ABOVE1",0,0,0,1,1,1,1
"T01","Social context","Demographics","ACS_TOT_POP_WT",0,0,0,1,1,1,1
"T01","Social context","Disability","AGE",-0.0559444162780006,-0.0805471078866559,-0.0270618983035549,0,0.945591693935537,0.922611440284876,0.97330099397937
"T01","Social context","Disability","SEX_FAC2",0.746690738894788,0.452513628333987,1.05863298214621,0,2.1100058898766,1.57225929814499,2.88242796429978
"T01","Social context","Disability","BSBP_GROUPbsbp1",0,-0.0993269769436643,0.276748190624006,0.47,1,0.905446599454108,1.31883423439355
"T01","Social context","Disability","BSBP_GROUPbsbp2",-0.00661877036465016,-0.504791118514237,0.0774200725688352,0.45,0.993403085449796,0.603631649735138,1.08049586774806
"T01","Social context","Disability","RACE_FAC3",-1.47206172678272,-2.09866744564279,-0.795231907283831,0,0.229451929994341,0.122619716871336,0.451476522087276
"T01","Social context","Disability","BSBP_GROUPbsbp3",0,-0.432563736772907,0.187808307466233,0.56,1,0.648843496625905,1.20660219654696
"T01","Social context","Disability","ETHN_FAC1",-2.26497306040416,-3.58491930566087,-0.864142082308724,0,0.103832831717641,0.0277389059125516,0.421412935199345
"T01","Social context","Disability","RACE_FAC2",-1.70126254136769,-3.32268461122202,0,0.07,0.182453024084913,0.0360559056189202,1
"T01","Social context","Disability","RACE_FAC1",-0.93606975061386,-1.89084642687774,0,0.32,0.392166121111827,0.150943991698464,1
"T01","Social context","Disability","ETHN_FAC0",0,-0.352133074869822,0.88442630943317,0.58,1,0.703186539292551,2.4215947468477
"T01","Social context","Disability","RACE_FAC0",0,-1.3555791117385,0.149949091928974,0.49,1,0.257797957391291,1.16177509749363
"T01","Social context","Disability","SITEUtah",1.061364627381,0.727308884277041,1.2898756563456,0,2.89031249888594,2.06950383286322,3.63233486987952
"T01","Social context","Disability","RACE_FAC6",0,0,1.51502435762383,0.7,1,1,4.54953194128367
"T01","Social context","Disability","ACS_PCT_CHILD_DISAB",0,-0.0123240365426467,0.00180020061267747,0.72,1,0.987751593388213,1.00180182194656
"T01","Social context","Disability","ACS_PCT_DISABLE",0,-0.00482908390596717,0.0239935138634041,0.81,1,0.995182557373275,1.02428367422525
"T01","Social context","Disability","ACS_PCT_NONVET_DISABLE_18_64",-0.0148162553955031,-0.0491862139966633,0,0.14,0.985292965237523,0.952003836752523,1
"T01","Social context","Disability","ACS_PCT_VET_DISABLE_18_64",-0.00280477760660337,-0.00875282654623392,0,0.22,0.997199152107258,0.991285367922286,1
"T01","Social context","Immigration","AGE",-0.0651196785084122,-0.0891702743757274,-0.041425870187254,0,0.93695532325162,0.914689812076997,0.959420454364047
"T01","Social context","Immigration","SEX_FAC2",0.851165591422776,0.523526287698082,1.13908329850207,0,2.34237551417265,1.68796943316981,3.12390336531759
"T01","Social context","Immigration","BSBP_GROUPbsbp1",0.0677799127374558,-0.2361754591593,0.454579419719734,0.14,1.0701297606296,0.789642111836073,1.57551061497417
"T01","Social context","Immigration","BSBP_GROUPbsbp2",-0.172663166347133,-0.672622500995828,0.37166978072954,0.09,0.841420986021791,0.510368379635319,1.45015403341163
"T01","Social context","Immigration","RACE_FAC3",-1.66679557790042,-2.35705846498894,-1.10393144733556,0,0.188851256219884,0.0946983724809559,0.331564987669147
"T01","Social context","Immigration","BSBP_GROUPbsbp3",-0.106823120488268,-0.756636269557416,0.423082101880685,0.11,0.898684617829251,0.469242179525008,1.5266596324482
"T01","Social context","Immigration","ETHN_FAC1",-2.70767625583066,-4.74116262489629,-1.4122109471964,0,0.0666916010131866,0.00872849232156942,0.24360409152778
"T01","Social context","Immigration","RACE_FAC2",-2.22719880100075,-3.54130442596731,-0.904485807174935,0,0.107830060933392,0.0289755060177051,0.404749951126221
"T01","Social context","Immigration","RACE_FAC1",-2.10992898417807,-3.24656791895911,0,0.15,0.12124657655294,0.0389075126809679,1
"T01","Social context","Immigration","ETHN_FAC0",0.0895157404996876,-0.938748598689099,1.49180916485496,0.08,1.09364454768853,0.391116973534007,4.4451302221345
"T01","Social context","Immigration","RACE_FAC0",-0.250446779174307,-1.69618400446525,0.893424320608057,0.19,0.778452908817867,0.183381975360768,2.44348260937913
"T01","Social context","Immigration","SITEUtah",1.25829622340709,0.869922325597337,1.54722555601368,0,3.51942007074342,2.38672545884982,4.6984165890813
"T01","Social context","Immigration","RACE_FAC6",1.82427531441398,0,3.536553324097,0.39,6.19830157132656,1,34.348327382198
"T01","Social context","Immigration","ACS_PCT_CTZ_ABOVE18",0.0182288039658258,0,0.0346092924960951,0.03,1.01839596276974,1,1.0352151634428
"T01","Social context","Immigration","ACS_PCT_CTZ_NATURALIZED",0.255553580505816,0.0591853502462704,0.502957634157693,0,1.29117619303807,1.06097187391471,1.6536048033384
"T01","Social context","Immigration","ACS_PCT_CTZ_NONUS_BORN",-0.235948429042463,-0.437789101674042,-0.0410530833169724,0,0.789821404728656,0.645461895337039,0.959778180386152
"T01","Social context","Immigration","ACS_PCT_CTZ_US_BORN",0.00540701034501778,0,0.0408001247743931,0.6,1.00542165460745,1,1.0416438859305
"T01","Social context","Immigration","ACS_PCT_FOREIGN_BORN",-1.91009366061905e-15,-2.99989288736082e-15,0,0.75,0.999999999999998,0.999999999999997,1
"T01","Social context","Immigration","ACS_PCT_NON_CITIZEN",0,0,0,1,1,1,1
"T01","Social context","Immigration","ACS_PCT_NONCTN_1990",0.0190315752388865,-0.210460154048205,0.279705532103977,0.16,1.0192138300295,0.810211338152094,1.32274025044498
"T01","Social context","Immigration","ACS_PCT_NONCTN_1999",0,-0.122852579568957,0.168043951515264,0.21,1,0.884394030700339,1.18298860364689
"T01","Social context","Immigration","ACS_PCT_NONCTN_2000",0,-0.0927815877450235,0.0546908421652009,0.2,1,0.91139253785859,1.0562140273528
"T01","Social context","Immigration","ACS_PCT_NONCTN_2010",-0.01198285568255,-0.0747028491302169,0.037070874382514,0.27,0.988088652822251,0.928019207075752,1.03776656929657
"T01","Social context","Living conditions","AGE",-0.0671778618034013,-0.0885773479046506,-0.0466470489175151,0,0.935028880623224,0.915232316696183,0.954424203204592
"T01","Social context","Living conditions","SEX_FAC2",0.830282977034317,0.535500804183723,1.14915593339875,0,2.29396778862861,1.7083035536313,3.15552830924271
"T01","Social context","Living conditions","BSBP_GROUPbsbp1",0.00755355084889306,-0.264309439585788,0.330452255098868,0.17,1.00758215087935,0.767735935006737,1.39159734316429
"T01","Social context","Living conditions","BSBP_GROUPbsbp2",-0.14375945358637,-0.631517461839246,0.0638458559440298,0.18,0.866096059304863,0.531784226159946,1.06592807961986
"T01","Social context","Living conditions","RACE_FAC3",-1.52443009473494,-2.1349191503964,-0.857533702031042,0,0.217745115598833,0.118254150791367,0.42420701412885
"T01","Social context","Living conditions","BSBP_GROUPbsbp3",-0.0806474458252667,-0.735557385713478,0.370628215905256,0.18,0.922518871998952,0.479238263954788,1.44864439031269
"T01","Social context","Living conditions","ETHN_FAC1",-2.45386468969391,-3.81005877551372,-0.83502196649846,0,0.0859607321686145,0.0221468772246965,0.43386495083454
"T01","Social context","Living conditions","RACE_FAC2",-2.23347721428513,-3.81734014946913,-0.829052317374365,0.01,0.107155180053808,0.0219862032033854,0.436462718524419
"T01","Social context","Living conditions","RACE_FAC1",-2.18672116051033,-2.93858970759501,0,0.13,0.112284307926944,0.0529403374717736,1
"T01","Social context","Living conditions","ETHN_FAC0",0,-1.2340550863889,1.26048411099471,0.31,1,0.291109705971913,3.52712859585005
"T01","Social context","Living conditions","RACE_FAC0",-0.108873098992625,-1.54236167115887,0.604818555015643,0.15,0.896844220712278,0.213875401146659,1.83091996750006
"T01","Social context","Living conditions","SITEUtah",1.10855544131518,0.804933778097448,1.42425023608561,0,3.02997825011359,2.23654838542663,4.15474159935377
"T01","Social context","Living conditions","RACE_FAC6",1.6598001392762,0,3.25700565906727,0.35,5.25825981980763,1,25.9716526117864
"T01","Social context","Living conditions","ACS_PCT_CHILD_1FAM",-0.0123526983764826,-0.0214341530666094,-0.000752062976749421,0.03,0.987723283021887,0.978793925925701,0.99924821975173
"T01","Social context","Living conditions","ACS_PCT_CHILDREN_GRANDPARENT",0.0085193783231598,-0.0107180013385772,0.0320986832976911,0.31,1.00855577150234,0.989339231780388,1.03261940256516
"T01","Social context","Living conditions","ACS_PCT_HH_1PERS",0.0133659303251736,0.000408865350289536,0.0302920197880965,0.02,1.01345565367159,1.00040894894712,1.03075549100873
"T01","Social context","Living conditions","ACS_PCT_HH_ABOVE65",0.02345016407873,0.00383789540923903,0.0391372268940859,0,1.02372728108315,1.00384526956055,1.03991317791471
"T01","Social context","Living conditions","ACS_PCT_HH_ALONE_ABOVE65",-0.017476397802045,-0.0539925837099644,0,0.18,0.982675428691362,0.947439132959144,1
"T01","Social context","Living conditions","ACS_PCT_HH_KID_1PRNT",-0.00462718393392858,-0.0279582698192925,0.0061808631536284,0.21,0.995383504988758,0.972428945590186,1.00620000410383
"T01","Social context","Living conditions","ACS_TOT_GRANDCHILDREN_GP",0.000346433199606019,-0.00133906944801557,0.00274264213950037,0.35,1.00034649321452,0.998661826705429,1.00274640662321
"T01","Economic context","Employment","AGE",-0.0581758928975272,-0.0836221595980551,-0.0314599479284851,0,0.943483980709905,0.919778720009307,0.969029767326048
"T01","Economic context","Employment","SEX_FAC2",0.744534181292821,0.443786114470075,1.03247121564284,0,2.10546044365453,1.55859708860455,2.80799643238006
"T01","Economic context","Employment","BSBP_GROUPbsbp1",0,-0.18362592433298,0.200641635571163,0.59,1,0.832247068982137,1.22218670509375
"T01","Economic context","Employment","BSBP_GROUPbsbp2",-0.0542531647671275,-0.380569791065392,0.0423918930147096,0.44,0.947192280432223,0.683471862082197,1.04330326190646
"T01","Economic context","Employment","RACE_FAC3",-1.34822728793876,-2.1864612179878,-0.741483971867944,0,0.259700226555802,0.112313499187048,0.476406416976401
"T01","Economic context","Employment","BSBP_GROUPbsbp3",0,-0.652197367163823,0.278282146108182,0.47,1,0.520899909919296,1.32085881981508
"T01","Economic context","Employment","ETHN_FAC1",-2.21828349403309,-3.35624162703493,-0.748505435400656,0,0.108795697102449,0.0348660526346664,0.473073062899679
"T01","Economic context","Employment","RACE_FAC2",-1.84936626637828,-3.39972122649614,-0.13096764399018,0.01,0.157336844373838,0.033382574840645,0.877246158117156
"T01","Economic context","Employment","RACE_FAC1",-0.567766143669737,-1.63663218249121,0,0.28,0.566790153350192,0.194634432989383,1
"T01","Economic context","Employment","ETHN_FAC0",0,-0.333569996467877,0.866177476738156,0.59,1,0.716361754092506,2.37780424745806
"T01","Economic context","Employment","RACE_FAC0",0,-1.12734438159185,0.0424238644968323,0.6,1,0.323892249558623,1.04333661839128
"T01","Economic context","Employment","SITEUtah",1.0326923265552,0.705268037627727,1.27858217108082,0,2.80861737967972,2.02438922469395,3.59154391909903
"T01","Economic context","Employment","RACE_FAC6",0,0,1.6135114686359,0.74,1,1,5.02040932204676
"T01","Economic context","Employment","ACS_PCT_ADMIN",-0.0511640918208746,-0.108852634721521,-0.00709103581276399,0.01,0.950122750368003,0.896862574163343,0.992934046260708
"T01","Economic context","Employment","ACS_PCT_ARMED_FORCES",-0.0386092032235456,-0.155847431438773,0.0030550415238699,0.2,0.962126631673125,0.855689731763741,1.00305971291912
"T01","Economic context","Employment","ACS_PCT_ART",0,-0.0252877754917838,0.0126409182571873,0.63,1,0.975029282119899,1.01272115238563
"T01","Economic context","Employment","ACS_PCT_CONSTRUCT",0,-0.0326871679125265,0.0152001477050192,0.66,1,0.967841284044832,1.01531625749955
"T01","Economic context","Employment","ACS_PCT_EDUC",0.0162748198203502,0,0.0343566889854007,0.24,1.01640797608442,1,1.03495369748319
"T01","Economic context","Employment","ACS_PCT_EMPLOYED",0.0142987859622681,0,0.0618588933249099,0.36,1.01440150259272,1,1.06381222313098
"T01","Economic context","Employment","ACS_PCT_FINANCE",0.0113946104728569,0,0.0383696514658902,0.36,1.01145977632473,1,1.03911527237741
"T01","Economic context","Employment","ACS_PCT_GOVT",0,-0.00313401889311726,0.0145341247193551,0.88,1,0.996870887017683,1.01464025867471
"T01","Economic context","Employment","ACS_PCT_INFORM",0,-0.122763322816829,0.0260346601370395,0.58,1,0.884472972362106,1.02637652220786
"T01","Economic context","Employment","ACS_PCT_MANUFACT",0,-0.0164369252667587,0.014935319612587,0.66,1,0.983697423886534,1.01504740883278
"T01","Economic context","Employment","ACS_PCT_NATURE",0,-0.146350000605342,0,0.46,1,0.863855300389085,1
"T01","Economic context","Employment","ACS_PCT_NOT_LABOR",0.00414574109278137,0,0.0234036406928307,0.43,1.0041543465653,1,1.02367965493167
"T01","Economic context","Employment","ACS_PCT_OTHER",-0.0250893795248819,-0.108252782359308,0,0.22,0.975222743187396,0.89740072068513,1
"T01","Economic context","Employment","ACS_PCT_PROFESS",0.00832956059818863,0,0.0257984558348106,0.48,1.00836434790866,1,1.02613411628739
"T01","Economic context","Employment","ACS_PCT_PVT_NONPROFIT",0,-0.0343967885501634,0.014115417961849,0.69,1,0.966188056210556,1.01421551087056
"T01","Economic context","Employment","ACS_PCT_PVT_PROFIT",0,-0.0256743490705212,0,0.63,1,0.974652434405314,1
"T01","Economic context","Employment","ACS_PCT_RETAIL",0,-0.0351653939024336,0,0.47,1,0.96544572421597,1
"T01","Economic context","Employment","ACS_PCT_TRANSPORT",0,-0.0527755804211957,0,0.55,1,0.948592871409208,1
"T01","Economic context","Employment","ACS_PCT_UNEMPLOY",-1.07458295455376e-05,-0.00146066831401884,0,0.59,0.999989254228191,0.998540397942731,1
"T01","Economic context","Employment","ACS_PCT_VET_LABOR_FORCE_18_64",0,-0.00255724686754712,0.00586085237431687,0.53,1,0.997446020102814,1.00587806077179
"T01","Economic context","Employment","ACS_PCT_VET_UNEMPL_18_64",0.00465250407983319,0,0.0124591130580425,0.2,1.004663343781,1,1.01253705115063
"T01","Economic context","Employment","ACS_PCT_WHOLESALE",-0.0300046547583868,-0.0948066995555378,0,0.2,0.970441016369535,0.909548733651129,1
"T01","Economic context","Employment","ACS_PCT_WORK_RES_F",0,-0.00174202926604662,0.00217603623353385,0.84,1,0.998259487186239,1.00217840551862
"T01","Economic context","Employment","ACS_PCT_WORK_RES_M",0,-0.00776784708836126,0,0.5,1,0.992262244669365,1
